"StartDate","EndDate","Status","IPAddress","Progress","Duration (in seconds)","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","consent","disagree","zipcode","per_care_1","per_care_2","per_care_3","per_care_4","per_care_wknd_1","per_care_wknd_2","per_care_wknd_3","per_care_wknd_4","pc_wknd_time_1","pc_wknd_time_2","pc_wknd_time_3","pc_wknd_time_4","per_care_covid_1","per_care_covid_2","per_care_covid_3","per_care_covid_4","st_act_1","st_act_2","st_act_3","st_act_wknd_1","st_act_wknd_2","st_act_wknd_3","sa_wknd_time_1","sa_wknd_time_2","sa_wknd_time_3","st_act_covid_1","st_act_covid_2","st_act_covid_3","own_device","dev_act_1","dev_act_7","dev_act_3","dev_act_6","dev_act_wknd_1","dev_act_wknd_2","dev_act_wknd_3","dev_act_wknd_4","da_wknd_time_1","da_wknd_time_2","da_wknd_time_3","da_wknd_time_6","dev_act_covid_1","dev_act_covid_2","dev_act_covid_3","dev_act_covid_4","dev_act_covid_5","dev_act_covid_6","dev_act_covid_7","other_act_1","other_act_2","other_act_3","other_act_4","other_act_wknd_1","other_act_wknd_2","other_act_wknd_3","other_act_wknd_4","oa_wknd_time_1","oa_wknd_time_2","oa_wknd_time_3","oa_wknd_time_4","other_act_covid_1","other_act_covid_2","other_act_covid_3","other_act_covid_4","pre_electric","post_electric","pre_gas","post_gas","num_vehicles","pre_trans","post_trans","health","mental_health_anxious","mental_health_worry","mental_health_interest","mental_health_down","physical_health","mental_health","pre_phy_health","pre_mental_health","days_poor_health","impairment","impairment_hsh","num_hsh_impair","major_impairment","other_major_imp","impairment_hsh_1","other_impairment_hsh","days_impairment_1","weeks_impairment_4","months_impairment_1","years_impairment_1","med_device_1","med_device_2","med_device_3","med_device_4","med_device_5","med_device_6","med_device_7","med_device_8","med_device_9","med_device_10","med_device_11","other_med_device","emp_status","emp_status_partner","work_home","work_home_partner","frontline","frontline_partner","hrs_work_3","hrs_work_4","hrs_work_partner_3","hrs_work_partner_4","min_commute_3","hrs_commute_3","min_commute_partner_3","hrs_commute_partnet_3","rsn_nowork","rsn_nowork_partner","eip_1","eip_2","eip_3","eip_4","eip_5","eip_6","eip_7","other_eip","year","gender","gender_7_TEXT","hispanic","race","education","marital","depen","num_hsh","num_children","num_retired","num_rooms","num_bedrooms","sq_ft","hardships_1","hardships_2","hardships_3","hardships_4","hardships_5","hardships_6","welfare_1","welfare_2","welfare_3","welfare_4","welfare_5","welfare_6","welfare_7","email","email_confirm","rewrite_email","duration","yrbr","age","zip","hisp","race2","race_eth","marital_st","educ","ageg","anxious","worry","interest","down","pre_c19_ph","pre_c19_mh","front","work_hrs","hsh_size","hsh_child","hsh_retire","rep_email"
"2021-02-23 01:41:56","2021-02-23 01:53:45","0","99.119.69.212","100","708","1","2021-02-23 01:53:45","R_3HM6PrEutlpGv7o",NA,NA,NA,NA,"37.95770263671875","-122.0756988525390625","anonymous","EN","1",NA,"1","7.3","1.9","2.1","1.1","4","5","4","4",NA,"1.8",NA,NA,"3","2","3","3","1.6","1.2","1.3","3","3","3",NA,NA,NA,"3","4","3","3","2.9","1.5","0","1.5","3","3","3","3",NA,NA,NA,NA,"3","2","4","3","2","2","4","1.1","1.1","0.9","2.2","3","3","3","3",NA,NA,NA,NA,"2","2","4","3","120","140","50","70","1","300","120","Very good","2","1","1","2","0","0","2","2","0","2","2","0",NA,NA,NA,NA,"-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99",NA,"1","1","4","2","2","2","40","3","-99","-99","18","0","-99","-99",NA,NA,"-99","-99","-99","-99","-99","-99","-99",NA,"18","Male","-99","1","1","6","2","1","3","1","0","7","3","6","1","0","0","0","0","0","0","0","0","1","0","0","0","pmark357@gmail.com","1",NA,11.8,1982,39,"Elm Creek","Not Hispanic","White","NH-White","In a union","College","30-39","Several days","Not at all","Not at all","Several days","Same","Same","No",40,3,1,0,"first_entry"
"2021-02-23 01:21:40","2021-02-23 01:55:10","0","72.235.220.76","100","2009","1","2021-02-23 01:55:10","R_2wBSvQJsszy2RSr",NA,NA,NA,NA,"21.3571014404296875","-157.9257965087890625","anonymous","EN","1",NA,"1","8","4","1.7","0.9","5","5","5","4","10.6","5.6","2.5",NA,"4","3","4","3","-99","-99","-99",NA,NA,NA,NA,NA,NA,"6","6","6","3","3.1","3.7","1.4","1.1","2","2","3","3","3.3","2.4",NA,NA,"4","4","3","5","4","3","2","2.1","3.3","2.1","3.7","3","2","3","2","3","5","1.4","2.5","4","5","3","4","110","150","300","200","1","300","150","Very good","2","1","3","1","2","7","3","3","0","2","2","1",NA,NA,NA,NA,"-99","-99","-99","-99","0","0","0","0","0","0","1","0","0","0","0",NA,"1","1","4","2","1","2","32","-99","30","-99","23","-99","15","-99",NA,NA,"1","1","0","0","0","0","0",NA,"24","Male","-99","1","1","4","2","1","3","1","0","4","3","2","1","0","0","0","0","1","0","0","0","1","0","0","0","TerrieOwenennu@yahoo.com","1",NA,33.5,1976,45,"Elm Creek","Not Hispanic","White","NH-White","In a union","College","40-49","Several days","Not at all","More than half","Not at all","Better","Better","Yes",32,3,1,0,"first_entry"
"2021-02-23 01:21:59","2021-02-23 01:55:38","0","71.186.219.165","100","2019","1","2021-02-23 01:55:39","R_cB0jNa12GLXd2XT",NA,NA,NA,NA,"42.9752044677734375","-78.88159942626953125","anonymous","EN","1",NA,"1","8.9","5.6","10.5","8.5","4","4","5","5",NA,NA,"9.3","7.7","1","2","3","2","10.2","7.2","9.6","3","4","3",NA,"9.4",NA,"1","2","4","3","9","7.5","12.3","6.9","3","2","3","2",NA,"7.8",NA,"8.6","1","2","3","3","3","2","2","9.9","7.3","10.6","8.8","3","3","2","2","8.4","5.9","8.1","7","2","2","3","3","200","110","3020","2200","2","2000","500","Good","4","4","3","2","5","10","2","2","1","2","1","1",NA,NA,"4",NA,"11","3","4","3","0","1","0","0","0","0","1","0","0","0","0",NA,"3","3","4","1","1","2","28","24","37","31","27","2","22","2","-99","2","0","1","0","0","0","0","0",NA,"16","Male","-99","2","1","2","5","2","0","0","1","0",NA,"13","0","1","0","0","0","0","0","0","0","1","0","0","0","gordonyqqj71@gmail.com","1",NA,33.6,1984,37,"Elm Creek","Hispanic","White","Hispanic","Not in a union","High School","30-39","Nearly every day","Nearly every day","More than half","Several days","Same","Same","Yes",28,0,0,1,"first_entry"
"2021-02-23 01:29:16","2021-02-23 01:58:06","0","76.185.207.184","100","1729","1","2021-02-23 01:58:06","R_3prvgMoBiPwaH6y",NA,NA,NA,NA,"29.3520965576171875","-98.61080169677734375","anonymous","EN","1",NA,"1","8","2.5","1","1.5","5","5","5","5","9","3","2","2","5","4","5","5","8","2","2","4","4","4","1","2","0.5","1","3","2","3","1.5","7","1","1.5","2","2","2","2","3","3","2","3","5","5","3","5","5","5","4","1","0.5","0.5","1.5","2","2","2","2","2","1.5","2","2","3","4","4","5","400","650","150","280","2","2500","2000","Very good","2","1","1","1","2","2","2","2","0","2","1","1",NA,NA,"3",NA,"9","4","2","-99","1","0","0","0","0","0","0","1","0","1","0",NA,"1","1","4","2","1","1","50","20","44","35","30","1","45","1",NA,NA,"1","1","0","1","1","0","0",NA,"17","Male","-99","1","2","6","2","1","6","2","2","5","4","9","0","1","0","0","1","1","0","1","1","1","1","0","0","wehnerkgm09@gmail.com","1",NA,28.8,1983,38,"Elm Creek","Not Hispanic","Black","NH-Black","In a union","College","30-39","Several days","Not at all","Not at all","Not at all","Same","Same","Yes",50,6,2,2,"first_entry"
"2021-02-23 01:22:10","2021-02-23 01:59:02","0","27.128.200.185","100","2211","1","2021-02-23 01:59:02","R_2QGSGIR4PbeIm9b",NA,NA,NA,NA,"34.773193359375","113.72198486328125","anonymous","EN","1",NA,"2","7.1","8","8.7","10.1","4","4","5","5",NA,NA,"9.4","8","1","2","3","2","6.3","10.4","9.4","3","4","4",NA,"12.3","9.5","2","2","4","3","10.3","7.4","12.1","8.3","3","2","2","2",NA,"7.3","6.9","9.9","1","2","3","3","3","3","2","8.1","10","8","13","3","3","3","2","11.7","10.2","8.2","12","2","2","3","3","150","210","4500","3500","3","4500","450","Excellent","1","2","2","2","10","12","2","3","10","2","2","0",NA,NA,NA,NA,"11","3","4","3","1","1","0","0","0","0","0","0","0","0","0",NA,"3","3","3","2","2","2","26","19","29","24","24","2","22","1","-99","3","0","0","0","1","0","0","0",NA,"17","Female","-99","2","1","1","4","2","0","0","1","1","1","1","0","0","1","0","0","0","0","0","0","0","1","0","0","kerluketduxn73@gmail.com","1",NA,36.9,1983,38,"Jefferson Heights","Hispanic","White","Hispanic","Not in a union","Less than HS","30-39","Not at all","Several days","Several days","Several days","Same","Better","No",26,0,0,1,"first_entry"
"2021-02-23 01:40:45","2021-02-23 02:01:30","0","70.121.200.42","100","1244","1","2021-02-23 02:01:30","R_2tF5nVdDKkUPVPl",NA,NA,NA,NA,"29.5442962646484375","-98.549896240234375","anonymous","EN","1",NA,"1","7","2","1","1","5","4","4","4","8.5",NA,NA,NA,"4","4","4","4","2","1","0.5","4","4","4","2","1","0.5","4","4","3","3","0","2","1","0","2","2","2","2","4","1","2","1","4","4","4","4","4","4","4","0.5","0.5","0.5","0.5","2","2","2","2","1","1","1","1","3","3","3","3","30","50","20","30","1","60","20","Good","3","3","3","3","0","3","2","2","0","2","2","0",NA,NA,NA,NA,"0","0","0","0","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99",NA,"1","1","4","2","2","2","40","0","40","0","0","1","0","1",NA,NA,"1","1","0","0","0","0","0",NA,"13","Male","-99","1","2","4","2","1","2","1","0","5","3","3","0","0","1","1","0","0","1","1","0","1","1","0","1","wisclde@gmail.com","1",NA,20.7,1987,34,"Elm Creek","Not Hispanic","Black","NH-Black","In a union","College","30-39","More than half","More than half","More than half","More than half","Same","Same","No",40,2,1,0,"first_entry"
"2021-02-23 01:49:34","2021-02-23 02:04:46","0","64.92.18.162","100","912","1","2021-02-23 02:04:46","R_3oFlnWFv4X3qcyW",NA,NA,NA,NA,"29.738800048828125","-95.830902099609375","anonymous","EN","1",NA,"1","9.8","1.6","2.1","2","5","4","5","5","11.7",NA,"4.7","4","3","4","2","4","8","1.2","1.3","4","4","4","4.4","5.3","4.9","3","4","4","2","1.6","1.6","1.9","1.8","2","3","2","2","4.7",NA,"3.1","3.7","3","4","4","3","4","2","3","1.1","1.1","1","1.4","2","3","2","2","1.3","1.1","1.8","1.8","3","2","2","2","250","250","250","250","2","300","300","Very good","4","2","4","3","1","1","2","2","2","1","1","1","6",NA,"-99",NA,"13","-99","-99","-99","0","0","1","0","0","0","1","1","0","0","0",NA,"1","1","3","1","2","2","39","-99","40","-99","-99","2","-99","2",NA,NA,"1","1","0","0","0","0","0",NA,"14","Female","-99","1","1","4","2","1","3","1","0","2","2","3","0","1","1","0","0","0","0","0","0","0","1","1","0","KnorrrGaynellmkc19208@gmail.com","1",NA,15.2,1986,35,"Elm Creek","Not Hispanic","White","NH-White","In a union","College","30-39","Nearly every day","Several days","Nearly every day","More than half","Same","Same","No",39,3,1,0,"first_entry"
"2021-02-23 01:33:26","2021-02-23 02:09:06","0","63.110.247.196","100","2139","1","2021-02-23 02:09:06","R_3KAPSANL1B72AT7",NA,NA,NA,NA,"32.25030517578125","-110.94499969482421875","anonymous","EN","1",NA,"1","6","1.5","1","0.5","5","4","5","5","6",NA,"1.1","0.9","4","3","3","4","2","1","0.5","3","3","3",NA,NA,NA,"2","2","2","3","0.8","2","-99","3","2","3",NA,"2","3",NA,NA,"1.9","4","4","3","4","3","2","5","-99","1.4","1.1","-99",NA,"2","2",NA,NA,"2","0.5",NA,"3","4","5","4","100","150","500","200","1","100","200","Very good","2","1","2","2","3","2","2","2","0","2","2","0",NA,NA,NA,NA,"-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99",NA,"1","1","4","1","2","2","30","-99","25","-99","-99","1","30","-99",NA,NA,"1","0","0","1","1","0","0",NA,"9","Female","-99","1","4","3","2","1","4","1","0","2","2","2","1","0","0","0","0","0","0","1","0","0","0","0","1","mickyoral8881@gmail.com","1",NA,35.6,1991,30,"Elm Creek","Not Hispanic","AIAN","NH-AIAN","In a union","High School","30-39","Several days","Not at all","Several days","Several days","Same","Same","No",30,4,1,0,"first_entry"
"2021-02-23 01:33:27","2021-02-23 02:09:06","0","68.5.12.4","100","2138","1","2021-02-23 02:09:06","R_2fyfFSD40JySn1M",NA,NA,NA,NA,"33.645904541015625","-117.8426971435546875","anonymous","EN","1",NA,"2","6","1.5","1","0.5","5","4","5","5","6",NA,"1.1","0.9","4","3","3","4","2","1","0.5","3","3","3",NA,NA,NA,"2","2","2","3","0.8","2","-99","3","2","3",NA,"2","2.9",NA,NA,"1.9","4","4","3","4","3","2","5","-99","1.4","1.1","-99",NA,"2","2",NA,NA,"2","0.5",NA,"3","4","5","4","100","150","500","200","1","100","200","Very good","2","1","2","2","3","2","2","2","0","2","2","0",NA,NA,NA,NA,"-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99",NA,"1","1","4","1","2","2","30","-99","25","-99","-99","1","30","-99",NA,NA,"1","0","0","1","1","0","0",NA,"17","Female","-99","1","1","3","2","1","4","1","0","2","2","1","1","0","0","0","0","0","0","1","0","0","0","0","1","jarodhydon523@gmail.com","1",NA,35.6,1983,38,"Jefferson Heights","Not Hispanic","White","NH-White","In a union","High School","30-39","Several days","Not at all","Several days","Several days","Same","Same","No",30,4,1,0,"first_entry"
"2021-02-23 01:33:21","2021-02-23 02:09:06","0","68.5.66.71","100","2144","1","2021-02-23 02:09:06","R_3e3uEGZF810yrGK",NA,NA,NA,NA,"33.5157012939453125","-117.71089935302734375","anonymous","EN","1",NA,"1","6","1.5","1","0.5","5","4","5","5","6",NA,"1.1","0.9","4","3","3","4","2","1","0.5","3","3","3",NA,NA,NA,"2","2","2","1","0.8","2","-99","3","2","3",NA,"2","2.9",NA,NA,"1.9","4","4","3","4","3","2","5","-99","1.4","1.1","-99",NA,"2","2",NA,NA,"2","0.5",NA,"3","4","5","4","100","150","500","200","1","100","200","Very good","2","1","2","2","3","2","2","2","0","2","2","0",NA,NA,NA,NA,"-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99",NA,"1","1","4","1","2","2","30","-99","25","-99","25","-99","22","-99",NA,NA,"1","0","0","1","1","0","0",NA,"27","Male","-99","1","1","3","2","1","3","1","0","2","2","1","1","0","0","0","0","0","0","1","0","0","0","0","1","parryduran9991@gmail.com","1",NA,35.7,1973,48,"Elm Creek","Not Hispanic","White","NH-White","In a union","High School","40-49","Several days","Not at all","Several days","Several days","Same","Same","No",30,3,1,0,"first_entry"
"2021-02-23 01:33:31","2021-02-23 02:09:06","0","108.208.110.197","100","2134","1","2021-02-23 02:09:06","R_1cUmtGsOJ4t3nhs",NA,NA,NA,NA,"33.9571075439453125","-118.3621978759765625","anonymous","EN","1",NA,"1","6","1.5","1","0.5","5","4","5","5","6",NA,"1.1","0.9","4","3","3","4","2","1","0.5","3","3","3",NA,NA,NA,"2","2","2","3","0.8","2","-99","3","2","3",NA,"2","3",NA,NA,"1.9","4","4","3","4","3","2","5","-99","1.4","1.1","-99",NA,"2","2",NA,NA,"2","0.5",NA,"3","4","5","4","100","150","500","200","1","100","200","Very good","2","1","2","2","3","2","2","2","0","2","2","0",NA,NA,NA,NA,"-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99",NA,"1","1","4","1","2","2","30","-99","25","-99","-99","1","30","-99",NA,NA,"1","0","0","1","1","0","0",NA,"9","Female","-99","1","2","3","2","1","5","1","0","2","2","1","1","0","0","0","0","0","0","1","0","0","0","0","1","noahbahena723@gmail.com","1",NA,35.6,1991,30,"Elm Creek","Not Hispanic","Black","NH-Black","In a union","High School","30-39","Several days","Not at all","Several days","Several days","Same","Same","No",30,5,1,0,"first_entry"
"2021-02-23 01:33:29","2021-02-23 02:09:06","0","47.180.64.159","100","2136","1","2021-02-23 02:09:06","R_2E16QBvhVTcqDXm",NA,NA,NA,NA,"33.8665008544921875","-118.066802978515625","anonymous","EN","1",NA,"2","6","1.5","1","0.5","5","4","5","5","6",NA,"1.1","0.9","4","3","3","4","2","1","0.5","3","3","3",NA,NA,NA,"2","2","2","3","0.8","2","-99","3","2","3",NA,"2","2.9",NA,NA,"1.9","4","4","3","4","3","2","5","-99","1.4","1.1","-99",NA,"2","2",NA,NA,"2","0.5",NA,"3","4","5","4","100","150","500","200","1","100","200","Very good","2","1","2","2","3","2","2","2","0","2","2","0",NA,NA,NA,NA,"-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99",NA,"1","1","4","1","2","2","-99","-99","31","-99","-99","-99","-99","-99",NA,NA,"1","0","0","1","1","0","0",NA,"9","Male","-99","1","1","3","2","1","4","1","0","2","2","1","1","0","0","0","0","0","0","1","0","0","0","0","1","albertotapley912@gmail.com","1",NA,35.6,1991,30,"Jefferson Heights","Not Hispanic","White","NH-White","In a union","High School","30-39","Several days","Not at all","Several days","Several days","Same","Same","No",-99,4,1,0,"first_entry"
"2021-02-23 01:33:44","2021-02-23 02:09:06","0","47.152.128.93","100","2121","1","2021-02-23 02:09:06","R_4Vd2Zu6xqsrhKxj",NA,NA,NA,NA,"33.62060546875","-117.086700439453125","anonymous","EN","1",NA,"1","6","1.5","1","0.5","5","4","5","5","6",NA,"1.1","0.9","4","3","3","4","2","1","0.5","3","3","3",NA,NA,NA,"2","2","2","3","0.8","2","-99","3","2","3",NA,"2","2.9",NA,NA,"1.9","4","4","3","4","3","2","5","-99","1.4","1.1","-99",NA,"2","2",NA,NA,"2","0.5",NA,"3","4","5","4","100","150","500","200","1","100","200","Very good","2","1","2","2","3","2","2","2","0","2","2","0",NA,NA,NA,NA,"-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99",NA,"1","1","4","1","2","2","30","-99","25","-99","-99","1","30","-99",NA,NA,"1","0","0","1","1","0","0",NA,"16","Male","-99","1","4","3","2","1","3","1","0","2","2","1","1","0","0","0","0","0","0","1","0","0","0","0","1","jonasbaber3440@gmail.com","1",NA,35.4,1984,37,"Elm Creek","Not Hispanic","AIAN","NH-AIAN","In a union","High School","30-39","Several days","Not at all","Several days","Several days","Same","Same","No",30,3,1,0,"first_entry"
"2021-02-23 01:33:24","2021-02-23 02:09:06","0","172.249.207.225","100","2141","1","2021-02-23 02:09:06","R_posF4F6Jgm28JS9",NA,NA,NA,NA,"33.9441070556640625","-118.197998046875","anonymous","EN","1",NA,"1","6","1.5","1","0.5","5","4","5","5","6",NA,"1.1","0.9","4","3","3","4","2","1","0.5","3","3","3",NA,NA,NA,"2","2","2","3","0.8","2","-99","3","2","3",NA,"2","2.9",NA,NA,"1.9","4","4","3","4","3","2","5","-99","1.4","1.1","-99",NA,"2","2",NA,NA,"2","0.5",NA,"3","4","5","4","100","150","500","200","1","100","200","Very good","2","1","2","2","3","2","2","2","0","2","2","0",NA,NA,NA,NA,"-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99",NA,"1","1","4","1","2","2","30","-99","25","-99","-99","1","30","-99",NA,NA,"1","0","0","1","1","0","0",NA,"14","Female","-99","1","2","3","2","1","4","1","0","2","2","1","1","0","0","0","0","0","0","1","0","0","0","0","1","minhdonnel9992@gmail.com","1",NA,35.7,1986,35,"Elm Creek","Not Hispanic","Black","NH-Black","In a union","High School","30-39","Several days","Not at all","Several days","Several days","Same","Same","No",30,4,1,0,"first_entry"
"2021-02-23 01:29:04","2021-02-23 02:09:06","0","98.234.24.188","100","2401","1","2021-02-23 02:09:06","R_20PtGfTBdSi41FQ",NA,NA,NA,NA,"37.998504638671875","-121.8878021240234375","anonymous","EN","1",NA,"1","6","1.5","1","0.5","5","4","5","5","6",NA,"1.1","0.9","4","3","3","4","2","1","0.5","3","3","3",NA,NA,NA,"2","2","2","3","0.8","2","-99","3","2","3",NA,"2","3",NA,NA,"1.9","4","4","3","4","3","2","5","-99","1.4","1.1","-99",NA,"2","2",NA,NA,"2","0.5",NA,"3","4","5","4","100","150","500","200","1","100","200","Very good","2","1","2","2","3","2","2","2","0","2","2","0",NA,NA,NA,NA,"-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99",NA,"1","1","4","1","2","2","30","-99","25","-99","-99","1","30","-99",NA,NA,"1","0","0","1","1","0","0",NA,"19","Female","-99","1","1","3","2","1","4","1","0","2","2","1","1","0","0","0","0","0","0","1","0","0","0","0","1","mattgranillo5055@gmail.com","1",NA,40,1981,40,"Elm Creek","Not Hispanic","White","NH-White","In a union","High School","40-49","Several days","Not at all","Several days","Several days","Same","Same","No",30,4,1,0,"first_entry"
"2021-02-23 01:33:37","2021-02-23 02:09:06","0","76.175.58.139","100","2128","1","2021-02-23 02:09:06","R_279F0cFve89CN0A",NA,NA,NA,NA,"34.0675048828125","-118.3520965576171875","anonymous","EN","1",NA,"2","6","1.5","1","0.5","5","4","5","5","6",NA,"1.1","0.9","4","3","3","4","2","1","0.5","3","3","3",NA,NA,NA,"2","2","2","3","0.8","2","-99","3","2","3",NA,"2","2.9",NA,NA,"1.9","4","4","3","4","3","2","5","-99","1.4","1.1","-99",NA,"2","2",NA,NA,"2","0.5",NA,"3","4","5","4","100","150","500","200","1","100","200","Very good","2","1","2","2","3","2","2","2","0","2","2","0",NA,NA,NA,NA,"-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99",NA,"1","1","4","1","2","2","30","-99","25","-99","-99","1","30","-99",NA,NA,"1","0","0","1","1","0","0",NA,"9","Female","-99","1","3","3","2","1","3","1","0","2","2","1","1","0","0","0","0","0","0","1","0","0","0","0","1","otisgilder1440@gmail.com","1",NA,35.5,1991,30,"Jefferson Heights","Not Hispanic","Asian","NH-Asian","In a union","High School","30-39","Several days","Not at all","Several days","Several days","Same","Same","No",30,3,1,0,"first_entry"
"2021-02-23 01:33:33","2021-02-23 02:09:06","0","45.145.55.176","100","2132","1","2021-02-23 02:09:06","R_YcsfqBBlwaQhUDD",NA,NA,NA,NA,"34.0543975830078125","-118.2440032958984375","anonymous","EN","1",NA,"2","6","1.5","1","0.5","5","4","5","5","6",NA,"1.1","0.9","4","3","3","4","2","1","0.5","3","3","3",NA,NA,NA,"2","2","2","1","0.8","2","-99","3","2","3",NA,"2","3",NA,NA,"1.9","4","4","3","4","3","2","5","-99","1.4","1.1","-99",NA,"2","2",NA,NA,"2","0.5",NA,"3","4","5","4","100","150","500","200","1","100","200","Very good","2","1","2","2","3","2","2","2","0","2","2","0",NA,NA,NA,NA,"-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99",NA,"1","1","4","1","2","2","30","-99","25","-99","-99","1","30","-99",NA,NA,"1","0","0","1","1","0","0",NA,"18","Male","-99","1","1","3","2","1","4","1","0","2","2","1","1","0","0","0","0","0","0","1","0","0","0","0","1","agustinsung4440@gmail.com","1",NA,35.5,1982,39,"Jefferson Heights","Not Hispanic","White","NH-White","In a union","High School","30-39","Several days","Not at all","Several days","Several days","Same","Same","No",30,4,1,0,"first_entry"
"2021-02-23 01:33:36","2021-02-23 02:09:06","0","64.173.224.7","100","2130","1","2021-02-23 02:09:07","R_x0mGU6mJ25kRDwt",NA,NA,NA,NA,"34.1147003173828125","-117.38449859619140625","anonymous","EN","1",NA,"1","6","1.5","1","0.5","5","4","5","5","6",NA,"1.1","0.9","4","3","3","4","2","1","0.5","3","3","3",NA,NA,NA,"2","2","2","3","0.8","2","-99","3","2","3",NA,"2","2.9",NA,NA,"1.9","4","4","3","4","3","2","5","-99","1.4","1.1","-99",NA,"2","2",NA,NA,"2","0.5",NA,"1","4","5","4","100","150","500","200","1","100","200","Very good","2","1","2","2","3","2","2","2","0","2","2","0",NA,NA,NA,NA,"-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99",NA,"1","1","4","1","2","2","30","-99","25","-99","-99","1","30","-99",NA,NA,"1","0","0","1","1","0","0",NA,"9","Female","-99","1","1","3","2","1","4","1","0","2","2","1","1","0","0","0","0","0","0","1","0","0","0","0","1","ronwayland2300@gmail.com","1",NA,35.5,1991,30,"Elm Creek","Not Hispanic","White","NH-White","In a union","High School","30-39","Several days","Not at all","Several days","Several days","Same","Same","No",30,4,1,0,"first_entry"
"2021-02-23 01:33:40","2021-02-23 02:09:06","0","136.52.82.45","100","2126","1","2021-02-23 02:09:07","R_1NFz4xNtiqGvcjT",NA,NA,NA,NA,"33.6719970703125","-117.740203857421875","anonymous","EN","1",NA,"1","6","1.5","1","0.5","5","4","5","5","6",NA,"1.1","0.9","4","3","3","4","2","1","0.5","3","3","3",NA,NA,NA,"2","2","2","1","0.8","2","-99","3","2","3",NA,"2","2.9",NA,NA,"1.9","4","4","3","4","3","2","5","-99","1.4","1.1","-99",NA,"2","2",NA,NA,"2","0.5",NA,"3","4","5","4","100","150","500","200","1","100","200","Very good","2","1","2","2","3","0","2","2","0","2","2","0",NA,NA,NA,NA,"-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99",NA,"1","1","4","1","2","2","30","-99","25","-99","-99","1","30","-99",NA,NA,"1","0","0","1","1","0","0",NA,"9","Female","-99","1","1","3","2","1","4","1","0","2","2","1","1","0","0","0","0","0","0","1","0","0","0","0","1","orlandohouston4330@gmail.com","1",NA,35.4,1991,30,"Elm Creek","Not Hispanic","White","NH-White","In a union","High School","30-39","Several days","Not at all","Several days","Several days","Same","Same","No",30,4,1,0,"first_entry"
"2021-02-23 01:33:42","2021-02-23 02:09:07","0","184.180.219.45","100","2125","1","2021-02-23 02:09:07","R_3Nye9XR13JgNAvS",NA,NA,NA,NA,"33.5157012939453125","-117.71089935302734375","anonymous","EN","1",NA,"2","6","1.5","1","0.5","5","4","5","5","6",NA,"1.1","0.9","4","3","3","4","2","1","0.5","3","3","3",NA,NA,NA,"2","2","2","3","0.8","2","-99","3","2","3",NA,"2","2.9",NA,NA,"1.9","4","4","3","4","3","2","5","-99","1.4","1.1","-99",NA,"2","2",NA,NA,"2","0.5",NA,"3","4","5","4","100","150","500","200","1","100","200","Very good","2","1","2","2","3","2","2","2","0","2","2","0",NA,NA,NA,NA,"-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99",NA,"1","1","4","1","2","2","30","-99","25","-99","-99","1","30","-99",NA,NA,"1","0","0","1","1","0","0",NA,"11","Male","-99","1","3","3","2","1","4","1","0","2","2","1","1","0","0","0","0","0","0","1","0","0","0","0","1","sungchambers4770@gmail.com","1",NA,35.4,1989,32,"Jefferson Heights","Not Hispanic","Asian","NH-Asian","In a union","High School","30-39","Several days","Not at all","Several days","Several days","Same","Same","No",30,4,1,0,"first_entry"
